matches; totalRounds; bot1 regions; bot2 regions; bot1 armies; bot2armies; #bot1wins; #bot2wins; #ties; bot1time; bot2time

5; 435; 105; 92; 2382; 1158; 1; 1; 3; 6467; 6296
