matches; totalRounds; bot1 regions; bot2 regions; bot1 armies; bot2armies; #bot1wins; #bot2wins; #ties; bot1time; bot2time

5; 498; 85; 122; 1484; 2623; 0; 1; 4; 11888; 10585
