matches; totalRounds; bot1 regions; bot2 regions; bot1 armies; bot2armies; #bot1wins; #bot2wins; #ties; bot1time; bot2time

5; 494; 145; 65; 2517; 1139; 1; 0; 4; 12684; 17900
