matches; totalRounds; bot1 regions; bot2 regions; bot1 armies; bot2armies; #bot1wins; #bot2wins; #ties; bot1time; bot2time

5; 486; 113; 97; 3628; 2297; 0; 2; 3; 22623; 19719
